AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class,Timestamp,Classe
0.0,0.0,0.0,0.059406646,-0.17470746,0.101938136,NORMAL,3581629,0
-1.6248639,-1.0824918,-0.20418262,-0.02855795,0.05131268,0.13553573,NORMAL,3581630,0
-0.5946599,-0.122409865,0.2205019,-0.019394971,-0.029321533,0.08788824,NORMAL,3581630,0
0.7384782,-0.22845554,0.66773224,0.069791354,-0.029932396,0.054901514,NORMAL,3581631,0
0.101741076,0.7775676,-0.066729546,0.030695979,-0.0036651916,0.054901514,NORMAL,3581631,0
0.15846956,0.34589112,0.3552742,0.021533,0.115453534,0.014584408,NORMAL,3581632,0
0.078171015,-0.34917977,0.27065182,0.03436117,-0.030543262,0.05062546,NORMAL,3581632,0
-0.66274977,-0.46277535,-0.09979725,0.00870483,-0.009773844,0.046960264,NORMAL,3581633,0
0.46731782,-0.23463994,0.13413906,-0.048716504,-0.02076942,-0.030008756,NORMAL,3581633,0
-0.17189527,-0.40889418,0.41465282,0.009315695,0.0580322,-0.019624045,NORMAL,3581634,0
0.8526788,-0.41677797,0.4910078,-0.0010690142,0.042760566,-0.072158456,NORMAL,3581634,0
0.30885077,0.23902233,1.5170336,-0.029168816,0.15943582,-0.07276932,NORMAL,3581635,0
-0.40297937,-0.040392295,-1.0480223,-0.01695151,0.004276057,-0.04589125,NORMAL,3581636,0
-0.6046126,0.84023064,-0.8447466,0.02031127,0.005497787,-0.07826711,NORMAL,3581636,0
0.16359544,0.47510707,0.006772995,0.0050396384,-0.013439035,-0.06116288,NORMAL,3581637,0
-0.25059032,1.7221956,0.529089,-0.0022907446,0.029932396,-0.0055741454,NORMAL,3581637,0
0.7984953,0.1821081,0.20606041,-0.011453724,0.017715093,-0.08559749,NORMAL,3581638,0
-0.29116774,1.694341,1.4759464,0.007483099,0.087964594,-0.08987355,NORMAL,3581638,0
1.1801066,1.6199347,1.0541077,-0.023060163,0.032375857,-0.013515393,NORMAL,3581639,0
-1.2662845,-1.4181135,0.4026966,-0.011453724,0.0018325958,-0.028176159,NORMAL,3581639,0
-1.9412715,-1.3333063,-0.80127716,0.008093964,0.0,-0.011682798,NORMAL,3581640,0
-0.16773546,-1.0927223,-0.4438877,-0.01572978,0.048258353,0.0017562376,NORMAL,3581640,0
0.099909425,-0.90456706,-0.58917904,0.024587326,-0.031154128,-0.015347989,NORMAL,3581641,0
-0.23394442,-0.092106625,-0.21144581,-0.00290161,-0.015271631,0.010308351,NORMAL,3581641,0
-0.74943143,-0.33966783,-0.7901592,-0.015118915,0.013439035,0.023747386,NORMAL,3581642,0
-0.48120236,0.726062,-0.46176815,0.012980887,-0.014660766,0.0011453723,NORMAL,3581643,0
-0.018947363,0.68598056,0.5985756,0.028252518,-0.047647487,-0.008628472,NORMAL,3581643,0
-0.34503925,-0.12613934,-0.11033535,-0.02367103,0.01282817,-0.0110719325,NORMAL,3581644,0
